Time,What,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
[time],OPEN LOG
[time],START, #X, #Y, #O, #A
[time],SOLVE INIT,upper bound(s),lower bound(s),init bounds(s),init sample engine(s),init sarsop prune(s),init other,init belief tree(s),total init time
[time],SOLVE START,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,total time
[time],SOLVE,#iteration,elapsed time,#trials,#backups,lower bound,upper bound,precision,#alphas,#beliefs,low bound backup time,up bound backup time,#low bound backups,#up bound backups,sample time,prune time,step 0(s),step 1(s),step 2(s),step 3(s),step 4(s),step 5(s),step 6(s),stop,total time
[2017/08/14 21:10:12],SOLVE,66602,92.16,2651,127900,1763.57,1763.57,0.00127152,5431,4892,0.01,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66635,92.2,2652,127967,1763.57,1763.57,0.00127152,5449,4896,0.01,0.01,67,67,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:10:12],SOLVE,66653,92.22,2653,128001,1763.57,1763.57,0.00127042,5483,4896,0.01,0,34,34,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:10:12],SOLVE,66679,92.25,2654,128050,1763.57,1763.57,0.00126676,5509,4898,0,0.02,49,49,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66711,92.28,2655,128100,1763.57,1763.57,0.00126676,5522,4898,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66738,92.33,2657,128163,1763.57,1763.57,0.00126409,5464,4898,0.02,0.01,63,63,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:10:12],SOLVE,66760,92.35,2658,128200,1763.57,1763.57,0.00125974,5501,4899,0.02,0,37,37,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66786,92.4,2659,128255,1763.57,1763.57,0.00125618,5481,4908,0.03,0.01,55,55,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:10:12],SOLVE,66831,92.42,2659,128300,1763.57,1763.57,0.00125618,5462,4908,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66856,92.51,2660,128393,1763.57,1763.57,0.0012534,5421,4910,0.07,0,93,93,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:12],SOLVE,66863,92.51,2660,128400,1763.57,1763.57,0.0012534,5428,4910,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66893,92.54,2661,128450,1763.57,1763.57,0.00125337,5478,4910,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66926,92.6,2662,128529,1763.57,1763.57,0.00123181,5525,4916,0.02,0.02,79,79,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:10:12],SOLVE,66947,92.61,2662,128550,1763.57,1763.57,0.00123181,5517,4916,0.01,0,21,21,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,66964,92.66,2663,128603,1763.57,1763.57,0.00123177,5506,4917,0.03,0,53,53,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:10:12],SOLVE,66994,92.7,2664,128650,1763.57,1763.57,0.0012314,5470,4917,0.02,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,67027,92.72,2665,128700,1763.57,1763.57,0.00122793,5471,4917,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,67050,92.78,2667,128767,1763.57,1763.57,0.00122079,5519,4917,0.03,0.01,67,67,0,0.01,0.01,0,0,0.01,0,0,0,0,0.02
[2017/08/14 21:10:12],SOLVE,67069,92.8,2668,128803,1763.57,1763.57,0.00122078,5544,4917,0.02,0,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:12],SOLVE,67100,92.84,2669,128850,1763.57,1763.57,0.00121977,5480,4918,0.04,0,47,47,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,67126,92.87,2670,128900,1763.57,1763.57,0.0012149,5462,4919,0.02,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,67149,92.91,2672,128955,1763.57,1763.57,0.00121363,5500,4920,0.02,0.01,55,55,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:12],SOLVE,67174,92.94,2673,129000,1763.57,1763.57,0.00121361,5476,4920,0.02,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,67206,92.98,2674,129050,1763.57,1763.57,0.0012105,5526,4920,0.03,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:12],SOLVE,67256,93,2674,129100,1763.57,1763.57,0.0012105,5536,4920,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:12],SOLVE,67259,93.05,2675,129169,1763.57,1763.57,0.00120382,5518,4921,0.04,0,69,69,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:12],SOLVE,67278,93.08,2676,129205,1763.57,1763.57,0.00118935,5489,4921,0.03,0,36,36,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:13],SOLVE,67303,93.11,2677,129250,1763.57,1763.57,0.00118932,5506,4921,0.03,0,45,45,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67346,93.17,2678,129337,1763.57,1763.57,0.0011893,5485,4926,0.03,0,87,87,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:10:13],SOLVE,67359,93.18,2678,129350,1763.57,1763.57,0.0011893,5498,4926,0.01,0,13,13,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67403,93.26,2679,129449,1763.57,1763.57,0.0011893,5497,4936,0.05,0.02,99,99,0,0,0.04,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:13],SOLVE,67404,93.26,2679,129450,1763.57,1763.57,0.0011893,5498,4936,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67453,93.33,2680,129547,1763.57,1763.57,0.00118929,5532,4938,0.05,0,97,97,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:13],SOLVE,67456,93.34,2680,129550,1763.57,1763.57,0.00118929,5535,4938,0.01,0,3,3,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67506,93.37,2680,129600,1763.57,1763.57,0.00118929,5554,4944,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67513,93.43,2681,129665,1763.57,1763.57,0.00118929,5507,4949,0.03,0,65,65,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:13],SOLVE,67548,93.46,2681,129700,1763.57,1763.57,0.00118929,5510,4949,0.01,0.02,35,35,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67565,93.5,2682,129767,1763.57,1763.57,0.00118929,5517,4951,0.02,0,67,67,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:13],SOLVE,67598,93.52,2682,129800,1763.57,1763.57,0.00118929,5529,4951,0.01,0.01,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67623,93.6,2683,129881,1763.57,1763.57,0.00118929,5519,4964,0.03,0.01,81,81,0,0.02,0.02,0,0,0.02,0,0,0,0,0.04
[2017/08/14 21:10:13],SOLVE,67642,93.62,2683,129900,1763.57,1763.57,0.00118929,5538,4964,0.02,0,19,19,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67679,93.68,2684,129991,1763.57,1763.57,0.00118929,5509,4966,0.05,0,91,91,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:13],SOLVE,67688,93.69,2684,130000,1763.57,1763.57,0.00118929,5518,4966,0.01,0,9,9,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67738,93.74,2685,130050,1763.57,1763.57,0.00118929,5516,4971,0.01,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67739,93.78,2685,130109,1763.57,1763.57,0.00118929,5539,4971,0.02,0,59,59,0,0.02,0.02,0,0,0.02,0,0,0,0,0.04
[2017/08/14 21:10:13],SOLVE,67780,93.81,2685,130150,1763.57,1763.57,0.00118929,5511,4971,0.02,0,41,41,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:10:13],SOLVE,67801,93.86,2686,130231,1763.57,1763.57,0.00118929,5541,4977,0.04,0,81,81,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:13],SOLVE,67820,93.88,2686,130250,1763.57,1763.57,0.00118929,5526,4977,0.01,0,19,19,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67863,93.96,2687,130353,1763.57,1763.57,0.00118929,5569,4982,0.06,0.01,103,103,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:13],SOLVE,67864,93.96,2687,130354,1763.57,1763.57,0.00118929,5570,4982,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67910,94,2687,130400,1763.57,1763.57,0.00118929,5550,4982,0.04,0,46,46,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:13],SOLVE,67929,94.09,2688,130483,1763.57,1763.57,0.00118929,5598,4995,0.04,0,83,83,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:14],SOLVE,67946,94.1,2688,130500,1763.57,1763.57,0.00118929,5595,4995,0.01,0,17,17,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,67990,94.18,2689,130603,1763.57,1763.57,0.00118929,5594,5000,0.05,0,103,103,0,0,0.03,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,67991,94.18,2689,130604,1763.57,1763.57,0.00118929,5595,5000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68037,94.22,2689,130650,1763.57,1763.57,0.00118929,5529,5000,0.01,0,46,46,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68051,94.28,2690,130723,1763.57,1763.57,0.00118929,5516,5003,0.05,0,73,73,0,0,0.04,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68078,94.3,2690,130750,1763.57,1763.57,0.00118929,5532,5003,0.02,0,27,27,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68113,94.37,2691,130845,1763.57,1763.57,0.00118929,5547,5007,0.05,0,95,95,0,0,0.03,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68118,94.37,2691,130850,1763.57,1763.57,0.00118929,5552,5007,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68168,94.42,2691,130900,1763.57,1763.57,0.00118929,5591,5007,0.02,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:14],SOLVE,68178,94.48,2692,130973,1763.57,1763.57,0.00118929,5563,5015,0.04,0,73,73,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68205,94.49,2692,131000,1763.57,1763.57,0.00118929,5565,5015,0.01,0,27,27,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68240,94.58,2693,131095,1763.57,1763.57,0.00118929,5568,5020,0.04,0.01,95,95,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68245,94.58,2693,131100,1763.57,1763.57,0.00118929,5573,5020,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68295,94.61,2693,131150,1763.57,1763.57,0.00118929,5597,5020,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68308,94.7,2694,131229,1763.57,1763.57,0.00118929,5533,5030,0.05,0.01,79,79,0,0.02,0.04,0,0,0.02,0,0,0,0,0.06
[2017/08/14 21:10:14],SOLVE,68329,94.71,2694,131250,1763.57,1763.57,0.00118929,5554,5030,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68367,94.78,2695,131345,1763.57,1763.57,0.00118929,5559,5032,0.04,0.01,95,95,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68372,94.78,2695,131350,1763.57,1763.57,0.00118929,5564,5032,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68422,94.81,2695,131400,1763.57,1763.57,0.00118929,5603,5032,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68426,94.86,2696,131461,1763.57,1763.57,0.00118929,5605,5034,0.03,0,61,61,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68465,94.91,2696,131500,1763.57,1763.57,0.00118929,5540,5034,0.03,0.01,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68488,94.97,2697,131583,1763.57,1763.57,0.00118929,5570,5038,0.04,0,83,83,0,0,0.04,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:14],SOLVE,68505,94.98,2697,131600,1763.57,1763.57,0.00118929,5565,5038,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68550,95.07,2698,131705,1763.57,1763.57,0.00118929,5578,5042,0.05,0,105,105,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:14],SOLVE,68551,95.07,2698,131706,1763.57,1763.57,0.00118929,5579,5042,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:14],SOLVE,68595,95.1,2698,131750,1763.57,1763.57,0.00118929,5602,5042,0.01,0,44,44,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68610,95.16,2699,131823,1763.57,1763.57,0.00118929,5583,5045,0.04,0.01,73,73,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:15],SOLVE,68637,95.17,2699,131850,1763.57,1763.57,0.00118929,5610,5045,0.01,0,27,27,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68673,95.27,2700,131947,1763.57,1763.57,0.00118929,5578,5050,0.05,0.02,97,97,0,0.02,0.04,0,0,0.02,0,0,0,0,0.06
[2017/08/14 21:10:15],SOLVE,68676,95.27,2700,131950,1763.57,1763.57,0.00118929,5581,5050,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68726,95.3,2700,132000,1763.57,1763.57,0.00118929,5600,5050,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68734,95.35,2701,132067,1763.57,1763.57,0.00118929,5595,5053,0.04,0,67,67,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:15],SOLVE,68767,95.37,2701,132100,1763.57,1763.57,0.00118929,5596,5053,0.02,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68799,95.46,2702,132195,1763.57,1763.57,0.00118929,5630,5062,0.06,0.01,95,95,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:15],SOLVE,68804,95.47,2702,132200,1763.57,1763.57,0.00118929,5635,5062,0.01,0,5,5,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68854,95.5,2702,132250,1763.57,1763.57,0.00118929,5640,5062,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68859,95.54,2703,132313,1763.57,1763.57,0.00118929,5616,5064,0.02,0,63,63,0,0.01,0.02,0,0,0.01,0,0,0,0,0.03
[2017/08/14 21:10:15],SOLVE,68896,95.58,2703,132350,1763.57,1763.57,0.00118929,5569,5064,0.01,0,37,37,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:15],SOLVE,68926,95.67,2704,132445,1763.57,1763.57,0.00118929,5574,5072,0.04,0.02,95,95,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:15],SOLVE,68931,95.67,2704,132450,1763.57,1763.57,0.00118929,5544,5072,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68981,95.71,2704,132500,1763.57,1763.57,0.00118929,5583,5072,0.03,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,68988,95.75,2705,132567,1763.57,1763.57,0.00118929,5567,5075,0.04,0,67,67,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:15],SOLVE,69021,95.79,2705,132600,1763.57,1763.57,0.00118929,5567,5075,0.03,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,69049,95.85,2706,132687,1763.57,1763.57,0.00118929,5595,5079,0.04,0.01,87,87,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:15],SOLVE,69062,95.86,2706,132700,1763.57,1763.57,0.00118929,5608,5079,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,69110,95.95,2707,132807,1763.57,1763.57,0.00118929,5590,5082,0.05,0,107,107,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:15],SOLVE,69111,95.95,2707,132808,1763.57,1763.57,0.00118929,5591,5082,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,69153,95.98,2707,132850,1763.57,1763.57,0.00118929,5600,5082,0.03,0,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:15],SOLVE,69178,96.07,2708,132941,1763.57,1763.57,0.00118929,5635,5091,0.04,0.02,91,91,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:15],SOLVE,69187,96.07,2708,132950,1763.57,1763.57,0.00118929,5644,5091,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69237,96.11,2708,133000,1763.57,1763.57,0.00118929,5622,5094,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69239,96.16,2709,133061,1763.57,1763.57,0.00118929,5643,5094,0.03,0,61,61,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:16],SOLVE,69278,96.19,2709,133100,1763.57,1763.57,0.00118929,5624,5094,0.03,0,39,39,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69295,96.23,2710,133171,1763.57,1763.57,0.00118929,5628,5095,0.03,0.01,71,71,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:16],SOLVE,69324,96.26,2710,133200,1763.57,1763.57,0.00118929,5595,5095,0.01,0,29,29,0,0.01,0,0,0,0.01,0,0,0,0,0.01
[2017/08/14 21:10:16],SOLVE,69368,96.38,2711,133315,1763.57,1763.57,0.00118929,5584,5110,0.06,0,115,115,0,0.02,0.04,0,0,0.02,0,0,0,0,0.06
[2017/08/14 21:10:16],SOLVE,69369,96.38,2711,133316,1763.57,1763.57,0.00118929,5585,5110,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69403,96.4,2711,133350,1763.57,1763.57,0.00118929,5597,5110,0.01,0,34,34,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69430,96.46,2712,133437,1763.57,1763.57,0.00118921,5603,5113,0.04,0,87,87,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:16],SOLVE,69443,96.47,2712,133450,1763.57,1763.57,0.00118921,5616,5113,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69490,96.55,2713,133555,1763.57,1763.57,0.00118921,5623,5115,0.04,0.01,105,105,0,0.02,0.02,0,0,0.02,0,0,0,0,0.04
[2017/08/14 21:10:16],SOLVE,69491,96.55,2713,133556,1763.57,1763.57,0.00118921,5624,5115,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69535,96.58,2713,133600,1763.57,1763.57,0.00118921,5646,5115,0.03,0,44,44,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:16],SOLVE,69550,96.63,2714,133673,1763.57,1763.57,0.00118921,5602,5117,0.05,0,73,73,0,0,0.04,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:16],SOLVE,69577,96.65,2714,133700,1763.57,1763.57,0.00118921,5629,5117,0,0.02,27,27,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69610,96.74,2715,133791,1763.57,1763.57,0.00118921,5611,5119,0.03,0,91,91,0,0.03,0.03,0,0,0.03,0,0,0,0,0.06
[2017/08/14 21:10:16],SOLVE,69619,96.74,2715,133800,1763.57,1763.57,0.00118921,5620,5119,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69669,96.81,2716,133907,1763.57,1763.57,0.00118921,5632,5121,0.04,0.01,107,107,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:16],SOLVE,69670,96.81,2716,133908,1763.57,1763.57,0.00118921,5633,5121,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69712,96.84,2716,133950,1763.57,1763.57,0.00118921,5646,5121,0.02,0,42,42,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69731,96.92,2717,134029,1763.57,1763.57,0.00118921,5669,5127,0.03,0,79,79,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:16],SOLVE,69752,96.93,2717,134050,1763.57,1763.57,0.00118921,5625,5127,0.01,0,21,21,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69793,97.01,2718,134151,1763.57,1763.57,0.00118921,5614,5131,0.07,0.01,101,101,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:16],SOLVE,69794,97.01,2718,134152,1763.57,1763.57,0.00118921,5615,5131,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:16],SOLVE,69842,97.04,2718,134200,1763.57,1763.57,0.00118921,5632,5131,0.02,0.01,48,48,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,69856,97.11,2719,134275,1763.57,1763.57,0.00118921,5619,5135,0.03,0,75,75,0,0.01,0.03,0,0,0.01,0,0,0,0,0.04
[2017/08/14 21:10:17],SOLVE,69881,97.13,2719,134300,1763.57,1763.57,0.00118921,5592,5135,0.01,0,25,25,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,69922,97.22,2720,134405,1763.57,1763.57,0.00118921,5594,5143,0.05,0.02,105,105,0,0,0.04,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:17],SOLVE,69923,97.23,2720,134406,1763.57,1763.57,0.00118921,5595,5143,0,0.01,1,1,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:17],SOLVE,69967,97.27,2720,134450,1763.57,1763.57,0.00118921,5628,5143,0.02,0,44,44,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,69983,97.32,2721,134525,1763.57,1763.57,0.00118921,5641,5145,0.05,0,75,75,0,0,0.03,0,0,0,0,0,0,0,0.03
[2017/08/14 21:10:17],SOLVE,70008,97.34,2721,134550,1763.57,1763.57,0.00118921,5666,5145,0.01,0.01,25,25,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70046,97.43,2722,134649,1763.57,1763.57,0.00118921,5668,5149,0.05,0.02,99,99,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:17],SOLVE,70047,97.43,2722,134650,1763.57,1763.57,0.00118921,5669,5149,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70097,97.47,2722,134700,1763.57,1763.57,0.00118921,5719,5149,0.04,0,50,50,0,0,0.01,0,0,0,0,0,0,0,0.01
[2017/08/14 21:10:17],SOLVE,70111,97.54,2723,134777,1763.57,1763.57,0.00118921,5677,5156,0.04,0,77,77,0,0.02,0.03,0,0,0.02,0,0,0,0,0.05
[2017/08/14 21:10:17],SOLVE,70134,97.54,2723,134800,1763.57,1763.57,0.00118921,5700,5156,0,0,23,23,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70173,97.64,2724,134899,1763.57,1763.57,0.00118921,5614,5159,0.05,0.03,99,99,0,0.02,0.04,0,0,0.02,0,0,0,0,0.06
[2017/08/14 21:10:17],SOLVE,70174,97.64,2724,134900,1763.57,1763.57,0.00118921,5615,5159,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70224,97.67,2724,134950,1763.57,1763.57,0.00118921,5665,5159,0.02,0,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70233,97.72,2725,135017,1763.57,1763.57,0.00118921,5620,5161,0.05,0,67,67,0,0,0.04,0,0,0,0,0,0,0,0.04
[2017/08/14 21:10:17],SOLVE,70266,97.74,2725,135050,1763.57,1763.57,0.00118921,5653,5161,0.02,0,33,33,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70294,97.82,2726,135137,1763.57,1763.57,0.00118921,5633,5164,0.05,0.01,87,87,0,0.02,0.04,0,0,0.02,0,0,0,0,0.06
[2017/08/14 21:10:17],SOLVE,70307,97.83,2726,135150,1763.57,1763.57,0.00118921,5646,5164,0.01,0,13,13,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70357,97.87,2726,135200,1763.57,1763.57,0.00118921,5685,5170,0.01,0.01,50,50,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70362,97.94,2727,135271,1763.57,1763.57,0.00118921,5627,5173,0.02,0.02,71,71,0,0.01,0.04,0,0,0.01,0,0,0,0,0.05
[2017/08/14 21:10:17],SOLVE,70391,97.96,2727,135300,1763.57,1763.57,0.00118921,5656,5173,0.02,0,29,29,0,0,0,0,0,0,0,0,0,0,0
[2017/08/14 21:10:17],SOLVE,70429,98.06,2728,135403,1763.57,1763.57,0.00118921,5677,5181,0.05,0.02,103,103,0,0.02,0.04,0,0,0.02,0,0,0,0,0.06
[2017/08/14 21:10:17],SOLVE,70430,98.06,2728,135404,1763.57,1763.57,0.00118921,5678,5181,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
